centroid_lon,centroid_lat,method,cluster_label_kmeans
-3.1810235231577546,55.93881102385058,kmeans_no_snap,0
-3.2913680512722387,55.94213948647253,kmeans_no_snap,1
-3.1960507476783504,55.9593913366335,kmeans_no_snap,2
-3.0977116758603227,55.94398650800523,kmeans_no_snap,3
-3.218345727106144,55.94009204748419,kmeans_no_snap,4
-3.306437030785424,55.96914039568726,kmeans_no_snap,5
-3.1719409228124356,55.97687640078394,kmeans_no_snap,6
-3.148706577082718,55.878417613344496,kmeans_no_snap,7
-3.2348173377044236,55.96405426594136,kmeans_no_snap,8
-3.321341581149546,55.90991165995098,kmeans_no_snap,9
-3.232040214504369,55.92529527679808,kmeans_no_snap,10
-3.11637857528938,55.95200683751248,kmeans_no_snap,11
-3.204943450201366,55.94548914958307,kmeans_no_snap,12
-3.177179599732302,55.96515442939542,kmeans_no_snap,13
-3.183773956044142,55.951364061950486,kmeans_no_snap,14
-3.1748183595736834,55.92282899746815,kmeans_no_snap,15
-3.076004190916638,55.87864287321575,kmeans_no_snap,16
-3.2179528751023168,55.96040982145872,kmeans_no_snap,17
-3.2695123425505273,55.94159103798008,kmeans_no_snap,18
-3.2193131919663047,55.907044656957616,kmeans_no_snap,19
-3.1983363318010554,55.935326197321174,kmeans_no_snap,20
-3.0706745441350614,55.93249131845819,kmeans_no_snap,21
-3.333151920852169,55.97050950574629,kmeans_no_snap,22
-3.2102477197268007,55.971915111380966,kmeans_no_snap,23
-3.2465144708913365,55.9207405950685,kmeans_no_snap,24
-3.2332168889907216,55.953138057561794,kmeans_no_snap,25
-3.205691846387309,55.95224719879591,kmeans_no_snap,26
-3.139017828989263,55.92106254899314,kmeans_no_snap,27
-3.1748864900323994,55.958023645444285,kmeans_no_snap,28
-3.2470498511267243,55.949056120122435,kmeans_no_snap,29
-3.204830814926768,55.93250700907248,kmeans_no_snap,30
-3.302102416,55.97965611,kmeans_no_snap,31
-3.1872476829870826,55.94697969159933,kmeans_no_snap,32
-3.129506108138817,55.95811738076201,kmeans_no_snap,33
-3.1710238281259016,55.96812908348047,kmeans_no_snap,34
-3.189426569994656,55.976318686584314,kmeans_no_snap,35
-3.191802303,55.95246469,kmeans_no_snap,36
-3.323849962564584,55.89528341181479,kmeans_no_snap,37
-3.265301648306957,55.90961504265398,kmeans_no_snap,38
-3.210265438447088,55.927838360452256,kmeans_no_snap,39
-3.0498507321991233,55.89391233320106,kmeans_no_snap,40
-3.1962126293953195,55.96394776684431,kmeans_no_snap,41
-3.23688065150758,55.94784604206187,kmeans_no_snap,42
-3.257324246449419,55.96181257042473,kmeans_no_snap,43
-3.1937772505698803,55.93969788433099,kmeans_no_snap,44
-3.2077845071468776,55.95843360803921,kmeans_no_snap,45
-3.256713046212795,55.941850920063715,kmeans_no_snap,46
-3.1817527568864015,55.870759700711304,kmeans_no_snap,47
-3.281617170518379,55.930242348789314,kmeans_no_snap,48
-3.1582251119308475,55.933653234816006,kmeans_no_snap,49
-3.328470109,55.98061637,kmeans_no_snap,50
-3.158865189317402,55.91202376519329,kmeans_no_snap,51
-3.1205274156545912,55.94639308136611,kmeans_no_snap,52
-3.1870231877043835,55.95969824593903,kmeans_no_snap,53
-3.099448921369358,55.9128517170867,kmeans_no_snap,54
-3.0576729843262167,55.944845313919494,kmeans_no_snap,55
-3.288394010937122,55.95694022287485,kmeans_no_snap,56
-3.2175541331413595,55.94574788519106,kmeans_no_snap,57
-3.1853977792702852,55.94248862033675,kmeans_no_snap,58
-3.2012564837346296,55.94345026151087,kmeans_no_snap,59
-3.173817572260857,55.94120575460939,kmeans_no_snap,60
-3.142869018952286,55.94956293812305,kmeans_no_snap,61
-3.119604140073122,55.95724724902112,kmeans_no_snap,62
-3.15131973271671,55.96790145420475,kmeans_no_snap,63
-3.1918183362513877,55.948919340440014,kmeans_no_snap,64
-3.143149678896136,55.89654881357832,kmeans_no_snap,65
-3.2208650814717736,55.914565937627515,kmeans_no_snap,66
-3.1786651920722933,55.97864467233799,kmeans_no_snap,67
-3.1802062260692465,55.93141750894631,kmeans_no_snap,68
-3.1294037874421945,55.867897820790816,kmeans_no_snap,69
-3.3067310623223536,55.89856324289596,kmeans_no_snap,70
-3.096781350165469,55.949043886284024,kmeans_no_snap,71
-3.217563138784202,55.92024284798598,kmeans_no_snap,72
-3.163025600709769,55.91850800798755,kmeans_no_snap,73
-3.314062749388155,55.93486335024795,kmeans_no_snap,74
-3.1778930613610266,55.95194749104412,kmeans_no_snap,75
-3.2213718712232318,55.941779520317624,kmeans_no_snap,76
-3.207786931526922,55.937834975978845,kmeans_no_snap,77
-3.218564545315748,55.97667691932936,kmeans_no_snap,78
-3.180804657809842,55.96143187357307,kmeans_no_snap,79
-3.191645396555413,55.95589355731266,kmeans_no_snap,80
-3.2373584212741258,55.95628371618014,kmeans_no_snap,81
-3.187261809228319,55.963631321488464,kmeans_no_snap,82
-3.202201011010257,55.9643003902636,kmeans_no_snap,83
-3.1687267929060834,55.97050037381808,kmeans_no_snap,84
-3.2902623191723968,55.93664594510369,kmeans_no_snap,85
-3.161050952033572,55.968962073803795,kmeans_no_snap,86
-3.1697000189311146,55.92363218555552,kmeans_no_snap,87
-3.1976274439998824,55.94436270285944,kmeans_no_snap,88
-3.170735876918576,55.95464367943601,kmeans_no_snap,89
-3.2837424130665287,55.94572120519466,kmeans_no_snap,90
-3.230035822392841,55.93724008659374,kmeans_no_snap,91
-3.1513892365352607,55.95815820039451,kmeans_no_snap,92
-3.2618520099130746,55.93055584781178,kmeans_no_snap,93
-3.206394604899031,55.920382521501296,kmeans_no_snap,94
-3.203612856909699,55.960672261759065,kmeans_no_snap,95
-3.175813086304186,55.9254359988197,kmeans_no_snap,96
-3.2332589533128266,55.97469806937685,kmeans_no_snap,97
-3.175455785889987,55.93830172881004,kmeans_no_snap,98
-3.083988787691287,55.94694232299263,kmeans_no_snap,99
-3.2137844933281206,55.951056290509285,kmeans_no_snap,100
-3.180467637613377,55.95021568859289,kmeans_no_snap,101
-3.201884592212236,55.95225709082567,kmeans_no_snap,102
-3.099734967971437,55.86573319397491,kmeans_no_snap,103
-3.2612521786468496,55.9172113201372,kmeans_no_snap,104
