candidate_id,centroid_lon,centroid_lat
0,-3.196771365998129,55.94758903999978
1,-3.300853126,55.97895949
2,-3.177073956999568,55.96516238999961
3,-3.0739691602407855,55.93092455839735
4,-3.118336363652672,55.95773365816558
5,-3.273130044346607,55.94146225808703
6,-3.1748713405252027,55.93847287187265
7,-3.214785279993943,55.94082886000075
8,-3.2017675039899944,55.96440601999675
9,-3.1816283910044296,55.980442449999174
10,-3.3212805,55.9102825
11,-3.237831816167044,55.95623665785136
12,-3.18693674,55.94517079
13,-3.1749765950525006,55.92290460996698
14,-3.206186033999991,55.93642989999984
15,-3.3327196159980264,55.9705395999991
16,-3.190809613,55.95451345
17,-3.2444799484096176,55.94450139870613
18,-3.095296673522925,55.94850326998948
19,-3.17126619756399,55.95458799994979
20,-3.2226967647116194,55.959323904664345
21,-3.2060459299998043,55.95237789000029
22,-3.2098247273122715,55.92768290553312
23,-3.3140397629882963,55.93483734999949
24,-3.201790470002018,55.94335498999839
25,-3.19420297,55.9398459
26,-3.1649673912877776,55.96894597969923
27,-3.1808417,55.9506224
28,-3.232314943498115,55.92781238261532
29,-3.139081913057645,55.92096284290787
30,-3.207839007008314,55.9589196200068
31,-3.2348123572187317,55.96403613065503
32,-3.2088941671821534,55.97166967012611
33,-3.1743895999998486,55.97810755000005
34,-3.1818686,55.939691
35,-3.222838888244828,55.94651034905623
36,-3.0674452,55.9430316
37,-3.187549931003281,55.959514649998304
38,-3.328470109,55.98061637
39,-3.2215897520068717,55.9419994597079
40,-3.2938265525072388,55.9278738502494
41,-3.2147197739564195,55.95708238000128
42,-3.179971249,55.9615549
43,-3.2515805070070294,55.93875251999238
44,-3.307029018019992,55.96914472000403
45,-3.209597698027066,55.946174380012664
46,-3.195774799998488,55.96367309999891
47,-3.175633388,55.95811778
48,-3.2285829949295417,55.93936209998441
49,-3.1932960801631416,55.97423885510482
50,-3.187242187382842,55.96380846024799
51,-3.2312554569234537,55.94601368006374
52,-3.193878902116401,55.93615075766395
53,-3.226036586348646,55.95242846744861
54,-3.212822900282548,55.933467300119105
55,-3.2035655150609177,55.960932660604634
56,-3.213970775897773,55.95142018730621
57,-3.1698989589809567,55.97109788001111
58,-3.1794275440894237,55.93659223936689
59,-3.191609500002926,55.94911040000036
60,-3.2064752180202243,55.94339682996123
61,-3.2020117409986755,55.95153019000019
62,-3.1955265989672297,55.959786750018296
63,-3.198386583,55.94453967
64,-3.184170106,55.94372821
65,-3.1730427506876184,55.94137550001757
66,-3.191802303,55.95246469
67,-3.187007466,55.94683193
68,-3.2056441523362595,55.94783559168983
69,-3.0979464473849445,55.94432172992294
70,-3.235736493290637,55.94435493504868
71,-3.217113395,55.94537305
72,-3.178399108,55.9522114
73,-3.1706920086848034,55.92366096075996
74,-3.1985264093901784,55.93849897914418
75,-3.3167071505686345,55.926140299743324
76,-3.3234017851866904,55.94397547081396
77,-3.166410553640594,55.975142959947604
78,-3.184545404,55.95130784
79,-3.18807738,55.94382143
80,-3.218358857008696,55.94010781998135
81,-3.1766283220284333,55.97769315998261
82,-3.214156078053873,55.95971349002521
83,-3.201250782,55.94577684
84,-3.1915162880883403,55.955723775140626
85,-3.183648715,55.94842786
86,-3.184565484859776,55.93768572987972
87,-3.1910483540666954,55.975998527652635
88,-3.1987919495170707,55.935633406602385
89,-3.2350261891801964,55.96229847996202
90,-3.194307733002763,55.95345831999921
91,-3.171962200000104,55.97687719999969
92,-3.1783333996312555,55.92482725067513
93,-3.059345372031564,55.94435334004184
94,-3.288860803342958,55.92443585432247
95,-3.1751994401070944,55.9678470200223
96,-3.250316180697774,55.944714859924225
97,-3.221724777723901,55.95434748002784
98,-3.33244947817555,55.90912968828342
99,-3.2067936139997504,55.94435327000026
100,-3.26955221,55.94173902
101,-3.289969369317741,55.943424764261394
102,-3.2138602810072787,55.939228949892424
103,-3.185840411,55.95749672
104,-3.2995742980007936,55.92982698012482
105,-3.070486023804546,55.9332102189268
106,-3.173103062090774,55.97093837002845
107,-3.179226225998616,55.96019702000008
108,-3.173111879956127,55.92458800135756
109,-3.20786169,55.9581499
110,-3.1813660689957444,55.94435236999902
111,-3.188989747,55.94266114
112,-3.1929499399980754,55.9391934099972
113,-3.1786578140252564,55.97864848998405
114,-3.3291658509456568,55.938580879995556
115,-3.224983012001925,55.95463168999941
116,-3.302102416,55.97965611
117,-3.306928760482721,55.96109833143742
118,-3.202270843001203,55.95232122000077
119,-3.186465851984373,55.942647499995545
120,-3.3006876850219293,55.97712642992963
121,-3.2299622299189066,55.938123769834185
122,-3.174833919,55.94098049
123,-3.184553469,55.94666041
124,-3.237589657,55.94290586
125,-3.2209305550000225,55.941319590000035
126,-3.181016304,55.94797712
127,-3.1858913849847736,55.963629370016065
128,-3.177277892,55.95171849
129,-3.1815523289992194,55.93886427999982
130,-3.180667168,55.94987261
131,-3.207743377078367,55.93778094012758
132,-3.204819173002625,55.94531465999975
133,-3.185107078,55.94913413
134,-3.181388959,55.96134562
135,-3.212728933403991,55.92811451250731
136,-3.1788139049848745,55.96363506999334
137,-3.180749106,55.9399857
138,-3.3221665260337896,55.90876591624365
139,-3.331672138977888,55.971882289999236
140,-3.1727765779983033,55.96876537999867
141,-3.2361248839457666,55.94660583727
142,-3.1861334469965223,55.96003115999878
143,-3.118045245784924,55.95710770568319
144,-3.182899925,55.95142776
145,-3.1967697369969326,55.944377250000684
146,-3.230744249930749,55.960834999973414
147,-3.2005191,55.9460774
148,-3.20791236669319,55.94438350654769
149,-3.1876627,55.9476338
150,-3.3273046859788757,55.94676679001159
151,-3.165696750000043,55.96887754999902
152,-3.138495090368703,55.92217818092252
153,-3.233343842386939,55.96419808559199
154,-3.2823022500264045,55.942269583486386
155,-3.2179220884458637,55.94606457184417
156,-3.1852586910439187,55.94568829060991
157,-3.068842901583833,55.944861470368714
158,-3.17787284,55.92429414
159,-3.296402947513876,55.92979270214417
160,-3.0626740684772105,55.94354902930923
161,-3.214101450970177,55.95889996999751
162,-3.198643501,55.94572217
163,-3.177608089,55.95300701
164,-3.226275881587434,55.955819500405845
165,-3.33357995,55.9700335
166,-3.104446140559625,55.932746247265
167,-3.1807778210027244,55.95829135745261
168,-3.1963029280032265,55.963891330002404
169,-3.0993593119122633,55.943946092070576
170,-3.201148554693496,55.9435194079061
171,-3.3182159669041726,55.910435576783186
172,-3.2026491760059757,55.963816489997534
