candidate_id,centroid_lon,centroid_lat
0,-3.1810235231577546,55.93881102385058
1,-3.2913680512722387,55.94213948647253
2,-3.1960507476783504,55.9593913366335
3,-3.0977116758603227,55.94398650800523
4,-3.218345727106144,55.94009204748419
5,-3.306437030785424,55.96914039568726
6,-3.1719409228124356,55.97687640078394
7,-3.148706577082718,55.878417613344496
8,-3.2348173377044236,55.96405426594136
9,-3.321341581149546,55.90991165995098
10,-3.232040214504369,55.92529527679808
11,-3.11637857528938,55.95200683751248
12,-3.204943450201366,55.94548914958307
13,-3.177179599732302,55.96515442939542
14,-3.183773956044142,55.951364061950486
15,-3.1748183595736834,55.92282899746815
16,-3.076004190916638,55.87864287321575
17,-3.2179528751023168,55.96040982145872
18,-3.2695123425505273,55.94159103798008
19,-3.2193131919663047,55.907044656957616
20,-3.1983363318010554,55.935326197321174
21,-3.0706745441350614,55.93249131845819
22,-3.333151920852169,55.97050950574629
23,-3.2102477197268007,55.971915111380966
24,-3.2465144708913365,55.9207405950685
25,-3.2332168889907216,55.953138057561794
26,-3.205691846387309,55.95224719879591
27,-3.139017828989263,55.92106254899314
28,-3.1748864900323994,55.958023645444285
29,-3.2470498511267243,55.949056120122435
30,-3.204830814926768,55.93250700907248
31,-3.302102416,55.97965611
32,-3.1872476829870826,55.94697969159933
33,-3.129506108138817,55.95811738076201
34,-3.1710238281259016,55.96812908348047
35,-3.189426569994656,55.976318686584314
36,-3.191802303,55.95246469
37,-3.323849962564584,55.89528341181479
38,-3.265301648306957,55.90961504265398
39,-3.210265438447088,55.927838360452256
40,-3.0498507321991233,55.89391233320106
41,-3.1962126293953195,55.96394776684431
42,-3.23688065150758,55.94784604206187
43,-3.257324246449419,55.96181257042473
44,-3.1937772505698803,55.93969788433099
45,-3.2077845071468776,55.95843360803921
46,-3.256713046212795,55.941850920063715
47,-3.1817527568864015,55.870759700711304
48,-3.281617170518379,55.930242348789314
49,-3.1582251119308475,55.933653234816006
50,-3.328470109,55.98061637
51,-3.158865189317402,55.91202376519329
52,-3.1205274156545912,55.94639308136611
53,-3.1870231877043835,55.95969824593903
54,-3.099448921369358,55.9128517170867
55,-3.0576729843262167,55.944845313919494
56,-3.288394010937122,55.95694022287485
57,-3.2175541331413595,55.94574788519106
58,-3.1853977792702852,55.94248862033675
59,-3.2012564837346296,55.94345026151087
60,-3.173817572260857,55.94120575460939
61,-3.142869018952286,55.94956293812305
62,-3.119604140073122,55.95724724902112
63,-3.15131973271671,55.96790145420475
64,-3.1918183362513877,55.948919340440014
65,-3.143149678896136,55.89654881357832
66,-3.2208650814717736,55.914565937627515
67,-3.1786651920722933,55.97864467233799
68,-3.1802062260692465,55.93141750894631
69,-3.1294037874421945,55.867897820790816
70,-3.3067310623223536,55.89856324289596
71,-3.096781350165469,55.949043886284024
72,-3.217563138784202,55.92024284798598
73,-3.163025600709769,55.91850800798755
74,-3.314062749388155,55.93486335024795
75,-3.1778930613610266,55.95194749104412
76,-3.2213718712232318,55.941779520317624
77,-3.207786931526922,55.937834975978845
