centroid_lon,centroid_lat,method,cluster_label_kmeans
-3.1780699109099575,55.95182513221468,kmeans_no_snap,0
-3.2928528023337935,55.939560040921684,kmeans_no_snap,1
-3.238162921021158,55.955436773216896,kmeans_no_snap,2
-3.169736906739617,55.92413511795633,kmeans_no_snap,3
-3.1189148723823323,55.95694851673949,kmeans_no_snap,4
-3.2069391256122586,55.94562622300277,kmeans_no_snap,5
-3.196216084203895,55.96395381335269,kmeans_no_snap,6
-3.333151920852169,55.97050950574629,kmeans_no_snap,7
-3.0538222240262227,55.89365507869277,kmeans_no_snap,8
-3.2144739193098255,55.92004027861215,kmeans_no_snap,9
-3.174663709975025,55.977790418036015,kmeans_no_snap,10
-3.185007414289558,55.9433741934246,kmeans_no_snap,11
-3.321949526950809,55.910130533902496,kmeans_no_snap,12
-3.0983543243719396,55.94288117988806,kmeans_no_snap,13
-3.301477375214767,55.978958803210524,kmeans_no_snap,14
-3.1681044404505627,55.971619373777024,kmeans_no_snap,15
-3.158867591032894,55.919477720021106,kmeans_no_snap,16
-3.206984652058214,55.95876784045058,kmeans_no_snap,17
-3.2211167313177027,55.94163794374017,kmeans_no_snap,18
-3.2092936503791045,55.90711077801617,kmeans_no_snap,19
-3.182176193976669,55.87179768691978,kmeans_no_snap,20
-3.180444129115574,55.961108637857706,kmeans_no_snap,21
-3.1921544006166482,55.95432305274754,kmeans_no_snap,22
-3.2721632034880264,55.94143534149088,kmeans_no_snap,23
-3.199589925732808,55.943868274156884,kmeans_no_snap,24
-3.2617552289606078,55.91718029482929,kmeans_no_snap,25
-3.2074037318382915,55.93736247391353,kmeans_no_snap,26
-3.174813725835717,55.9398462317446,kmeans_no_snap,27
-3.262787343850522,55.9607685217255,kmeans_no_snap,28
-3.246562750796686,55.94572501827115,kmeans_no_snap,29
-3.2093931142507532,55.97140362395166,kmeans_no_snap,30
-3.0623245788672886,55.94353650372745,kmeans_no_snap,31
-3.10405628806572,55.86825749333441,kmeans_no_snap,32
-3.2037503409658936,55.95225223349741,kmeans_no_snap,33
-3.193775459582953,55.939697668649025,kmeans_no_snap,34
-3.327494703874206,55.893684616868605,kmeans_no_snap,35
-3.1346097708844565,55.94894258091967,kmeans_no_snap,36
-3.186828229726853,55.946367763145645,kmeans_no_snap,37
-3.190577986746544,55.976303284442075,kmeans_no_snap,38
-3.2347440472786486,55.9632997716684,kmeans_no_snap,39
-3.07057392900257,55.93207101141995,kmeans_no_snap,40
-3.285255302101558,55.94578724085748,kmeans_no_snap,41
-3.3110178050091577,55.898446844582274,kmeans_no_snap,42
-3.209174023905481,55.92741941799411,kmeans_no_snap,43
-3.0955304214184887,55.94860779919468,kmeans_no_snap,44
-3.2327799177769747,55.927778687214804,kmeans_no_snap,45
-3.138549303173669,55.92194630114521,kmeans_no_snap,46
-3.1429605456958067,55.89985818405676,kmeans_no_snap,47
-3.162391305539026,55.967890731523326,kmeans_no_snap,48
-3.2185240509529267,55.959447731707904,kmeans_no_snap,49
-3.2234629308927394,55.9118467516325,kmeans_no_snap,50
-3.121699465275499,55.94430387579623,kmeans_no_snap,51
-3.059045960039552,55.87129572516575,kmeans_no_snap,52
-3.1333599766430256,55.95966383643294,kmeans_no_snap,53
-3.3075362670213355,55.96798484652775,kmeans_no_snap,54
-3.2923915459401867,55.92671461783003,kmeans_no_snap,55
-3.187345318209063,55.95914201839503,kmeans_no_snap,56
-3.2344691712635734,55.945208218405114,kmeans_no_snap,57
-3.182848701409643,55.930753047068784,kmeans_no_snap,58
-3.163545960224788,55.933651881416004,kmeans_no_snap,59
-3.328470109,55.98061637,kmeans_no_snap,60
-3.2139026538840523,55.951316195612854,kmeans_no_snap,61
-3.157012515326673,55.87673593702946,kmeans_no_snap,62
-3.2443568991988654,55.919879453049724,kmeans_no_snap,63
-3.1051741061958587,55.914412821629824,kmeans_no_snap,64
-3.176101194560932,55.92448339772855,kmeans_no_snap,65
-3.2517417615476907,55.93883445399168,kmeans_no_snap,66
-3.171899216910736,55.95449828072895,kmeans_no_snap,67
-3.1809165310428504,55.938392324267305,kmeans_no_snap,68
-3.1748835437906506,55.95802486580689,kmeans_no_snap,69
-3.187229167450611,55.963668491677886,kmeans_no_snap,70
-3.2196375748773893,55.94620811226153,kmeans_no_snap,71
-3.2833945374856723,55.93710706328675,kmeans_no_snap,72
-3.177151501330143,55.965153415490626,kmeans_no_snap,73
-3.2510264786034178,55.95843328521213,kmeans_no_snap,74
-3.212866277926144,55.933437535266705,kmeans_no_snap,75
-3.2261375259746328,55.954367424414066,kmeans_no_snap,76
-3.267131976703017,55.908717107638736,kmeans_no_snap,77
-3.1992929182351117,55.9373715921586,kmeans_no_snap,78
-3.1825220294767904,55.950188960178515,kmeans_no_snap,79
-3.2138312186224973,55.939436295149484,kmeans_no_snap,80
-3.244690414139512,55.97228369574818,kmeans_no_snap,81
-3.1911856438545687,55.93630821422549,kmeans_no_snap,82
-3.1802561236213,55.97956937765399,kmeans_no_snap,83
-3.323142853262773,55.94396721000893,kmeans_no_snap,84
-3.1918197399550055,55.94891951873484,kmeans_no_snap,85
-3.1953353382575007,55.9603272096085,kmeans_no_snap,86
-3.3166396878781597,55.92930518169547,kmeans_no_snap,87
-3.290984560117577,55.95553423985351,kmeans_no_snap,88
-3.1652060244097124,55.912434064926686,kmeans_no_snap,89
-3.078994802456999,55.8818811078521,kmeans_no_snap,90
-3.110973906132882,55.951964796260164,kmeans_no_snap,91
-3.1487608267946925,55.954337720139854,kmeans_no_snap,92
-3.221626459663966,55.97474136282193,kmeans_no_snap,93
-3.202743394793962,55.96303278468404,kmeans_no_snap,94
-3.172518786599037,55.96877493059724,kmeans_no_snap,95
-3.1993721835414077,55.946425600027624,kmeans_no_snap,96
-3.2658635057751955,55.92928204702275,kmeans_no_snap,97
-3.0878104137541307,55.91377623128495,kmeans_no_snap,98
-3.2286674593067093,55.93909993178867,kmeans_no_snap,99
