candidate_id,centroid_lon,centroid_lat
0,-3.173389247953882,55.95627397993683
1,-3.2215585373224114,55.94250033533553
2,-3.306040909375344,55.967409752750044
3,-3.0971857084579137,55.94692571979407
4,-3.1783475024376737,55.938670790905654
5,-3.2983083854051003,55.92813338117678
6,-3.1048453334660233,55.868554509906716
7,-3.17571498115144,55.978113697203376
8,-3.2114581896895533,55.97195501578725
9,-3.1801080326502085,55.95111381622757
10,-3.172991312640197,55.925097796839836
11,-3.2069986545106506,55.94564877025235
12,-3.2747390594273873,55.9401776654748
13,-3.215235790541249,55.91088477555759
14,-3.2154176009796367,55.958352451026904
15,-3.1187528730792953,55.956711362741544
16,-3.2353778540176132,55.926546829977724
17,-3.192518766380548,55.93543620806915
18,-3.3221228745832576,55.91044782564679
19,-3.192252670005602,55.95437856028061
20,-3.175777503677352,55.966118592842705
21,-3.173168691793702,55.87361453301297
22,-3.066985003767685,55.937421691372926
23,-3.301477375214767,55.978958803210524
24,-3.185564473791411,55.943902528740765
25,-3.235732750881328,55.96230492086116
26,-3.2099370349196823,55.93698098883818
27,-3.3316590720900248,55.973732193941956
28,-3.0560945974073395,55.89500580905335
29,-3.1986542724133566,55.962752722619946
30,-3.144115903370684,55.89977623987862
31,-3.2609618981345374,55.91319272262576
32,-3.236417679340861,55.94612209316857
33,-3.2054340495125895,55.95206699675802
34,-3.132551885144879,55.92079244032362
35,-3.2564960217128753,55.959621883325894
36,-3.1654866577888003,55.96953417534764
37,-3.2109596924148613,55.92605644502126
38,-3.1843877732517525,55.96113260999833
39,-3.125248409523831,55.94511687338148
40,-3.199498918130097,55.94492809941008
41,-3.190720751561865,55.97626593919178
42,-3.1396942323385195,55.95635768012695
43,-3.1881194965981585,55.94767777634724
44,-3.2901873964028243,55.94474901072284
45,-3.319481011606768,55.896000770394664
46,-3.2516829379950565,55.94067105905207
47,-3.074465427870902,55.87950203857367
48,-3.1952747511752007,55.93937760192528
49,-3.161978876421249,55.91621926591348
