poi_id,name,geometry,lat,lon,category,demand,method,centroid_lon,centroid_lat,dist_to_centroid_m
13500,,POINT (-3.1910491113997996 55.97598853576265),55.97598854,-3.191049111,residential,2542.9293515201643,kmeans_snap,-3.1910483540666954,55.975998527652635,1.1115744020589915
29520,,POINT (-3.228582995375872 55.939362095258225),55.9393621,-3.228582995,commercial,1746.4211117859845,kmeans_snap,-3.2286123546717875,55.939429660686464,7.7317132624597615
7971,,POINT (-3.235724600371331 55.9443754348091),55.94437543,-3.2357246,residential,1484.7511383462013,kmeans_snap,-3.235686314897226,55.94444535755276,8.132840270710311
153,,POINT (-3.187007465639212 55.94683192788712),55.94683193,-3.187007466,university,9006.690907667196,kmeans_snap,-3.187192560793114,55.94679279056963,12.31927818675116
26499,,POINT (-3.269552209656238 55.941739021011976),55.94173902,-3.26955221,residential,782.9807470222397,kmeans_snap,-3.269684683121265,55.9416445512539,13.356572405106581
31976,,POINT (-3.221581449864646 55.94198441759634),55.94198442,-3.22158145,residential,3356.9857515828553,kmeans_snap,-3.2216137956119146,55.94196726034594,2.7745125840570832
33638,Chalmers Centre,POINT (-3.1983865832630407 55.944539668684115),55.94453967,-3.198386583,hospital,3142.4982250545054,kmeans_snap,-3.1982881895445043,55.944351397838304,21.81303698513565
4618,,POINT (-3.2064270719820223 55.93651668534154),55.93651669,-3.206427072,residential,7220.6879983333365,kmeans_snap,-3.206315606599094,55.936476554908666,8.25296394238197
178,Western General Hospital (Edinburgh),POINT (-3.235026189043625 55.962298482728784),55.96229848,-3.235026189,hospital,4857.257896059029,kmeans_snap,-3.235026189514679,55.9622984799303,3.295800733942891e-05
13079,,POINT (-3.3070290182968187 55.96914471611283),55.96914472,-3.307029018,residential,1368.871217667905,kmeans_snap,-3.3068802213168005,55.969130639261245,9.390919314358577
62,RBS,POINT (-3.1908096128639447 55.954513447898925),55.95451345,-3.190809613,commercial,8895.307360707302,kmeans_snap,-3.190809613,55.95451345,0.0
32747,,POINT (-3.1749304786881263 55.93847723748075),55.93847724,-3.174930479,residential,3091.4603212711154,kmeans_snap,-3.1749225891413704,55.93846745348589,1.1940036151918643
385,Cruise Liner Terminal,POINT (-3.1816283911102388 55.9804424470079),55.98044245,-3.181628391,commercial,4616.149665403827,kmeans_snap,-3.1816283910044296,55.980442449999174,2.905127189121465e-07
15549,,POINT (-3.0704594925053414 55.93317949927314),55.9331795,-3.070459493,residential,670.4015764189846,kmeans_snap,-3.070486023804546,55.9332102189268,3.7945272316393126
402,St Mary's RC Primary School,POINT (-3.187549931414832 55.95951464702647),55.95951465,-3.187549931,school,4303.271461736389,kmeans_snap,-3.187549931003281,55.959514649998304,2.781498342853595e-07
6339,,POINT (-3.171368600000001 55.95471890000001),55.9547189,-3.1713686,residential,3854.127918276857,kmeans_snap,-3.17138044715124,55.95466118500559,6.459853035545272
6225,,POINT (-3.198541625287357 55.93849791264368),55.93849791,-3.198541625,residential,3152.565218356148,kmeans_snap,-3.1986010305644363,55.93848488933405,3.972889320560027
5671,,POINT (-3.1756333877784364 55.95811777878079),55.95811778,-3.175633388,residential,3819.8341188062104,kmeans_snap,-3.1756324410139576,55.95811663618809,0.14018212725907442
3124,,POINT (-3.329165850902257 55.93858087544142),55.93858088,-3.329165851,residential,155.348633686755,kmeans_snap,-3.3291658509456568,55.938580879995556,3.420431989217477e-06
13467,,POINT (-3.225992194590831 55.95242628116078),55.95242628,-3.225992195,residential,698.3256950435407,kmeans_snap,-3.2259790562914774,55.95238216065977,4.97356978175858
6835,,POINT (-3.185891385051139 55.96362936727687),55.96362937,-3.185891385,commercial,5946.208883481525,kmeans_snap,-3.1858913849804713,55.963629370020286,2.5622797170838665e-06
3403,,POINT (-3.214101451447741 55.95889996748616),55.95889997,-3.214101451,residential,2922.6980507549315,kmeans_snap,-3.214101450965051,55.95889996999856,2.1812404032907603e-06
507,,POINT (-3.2056050028627867 55.94782210205103),55.9478221,-3.205605003,residential,3693.508552049514,kmeans_snap,-3.2056015874155186,55.94785001179913,3.1109279681390065
14544,,POINT (-3.2126304828786694 55.933047202521884),55.9330472,-3.212630483,residential,1624.4247809115263,kmeans_snap,-3.212700268949912,55.933229863848354,20.77120363320175
15335,,POINT (-3.0952846999999997 55.94850649999999),55.9485065,-3.0952847,residential,2471.798424212135,kmeans_snap,-3.095296673522925,55.94850326998948,0.8275048530107946
5769,,POINT (-3.1730427514984947 55.94137550362751),55.9413755,-3.173042751,residential,7116.982433365192,kmeans_snap,-3.1730427506876184,55.94137550001757,1.955099681460569e-05
6036,University of Edinburgh - Holyrood Campus,POINT (-3.1806671683750842 55.949872606384),55.94987261,-3.180667168,university,6227.715997319241,kmeans_snap,-3.180667168,55.94987261,0.0
9588,,POINT (-3.202649175760007 55.963816486343276),55.96381649,-3.202649176,residential,1918.4691198190994,kmeans_snap,-3.202649176013867,55.96381648999508,1.0216772694314611e-06
4025,,POINT (-3.1955265988144133 55.95978674947482),55.95978675,-3.195526599,residential,2232.9966205872565,kmeans_snap,-3.1956874566254116,55.959705155016636,13.511754637946234
7041,,POINT (-3.2139143071508536 55.95141568962873),55.95141569,-3.213914307,residential,1918.380723657524,kmeans_snap,-3.2139707758986624,55.95142018730745,3.5510042507140174
489,,POINT (-3.1743895999999996 55.978107550000004),55.97810755,-3.1743896,commercial,19922.56535294174,kmeans_snap,-3.1743895999998486,55.97810755000005,1.0645410820718112e-08
11145,,POINT (-3.1783334 55.92482725),55.92482725,-3.1783334,residential,969.6238985604473,kmeans_snap,-3.178803856942667,55.92482590390146,29.30999506159061
186,National Library of Scotland,POINT (-3.1917015733152065 55.94857470984755),55.94857471,-3.191701573,library,2514.142947428066,kmeans_snap,-3.1917015730025864,55.948574709997295,3.410332700143902e-07
6548,,POINT (-3.1936756500000003 55.936366449999994),55.93636645,-3.19367565,residential,2453.639157368745,kmeans_snap,-3.193732346722995,55.93631771858991,6.4677153192803445
5794,,POINT (-3.2022708425124287 55.952321217268675),55.95232122,-3.202270843,commercial,4981.579846537537,kmeans_snap,-3.2022109628419364,55.95233134562699,3.8942222337304164
99,University of Edinburgh,POINT (-3.1880773795571002 55.94382142872845),55.94382143,-3.18807738,university,6129.881025377965,kmeans_snap,-3.18807738,55.94382143,0.0
532,,POINT (-3.1727765783984925 55.968765380257054),55.96876538,-3.172776578,commercial,1199.861007671686,kmeans_snap,-3.1727765779983033,55.96876537999867,1.8168365352356376e-07
16528,,POINT (-3.217917433430553 55.946063852876826),55.94606385,-3.217917433,residential,2345.9741600172742,kmeans_snap,-3.2179220884383426,55.94606457184812,0.3007837616574109
9447,,POINT (-3.2515845769225336 55.94454899510455),55.944549,-3.251584577,residential,387.3212714478083,kmeans_snap,-3.2511148359564324,55.944786260893736,39.39016414946931
30921,,POINT (-3.2035527607533716 55.96091287564395),55.96091288,-3.203552761,residential,3301.154683841806,kmeans_snap,-3.203536971411722,55.96087862067449,3.9341920830826687
2903,,POINT (-3.31670715 55.9261403),55.9261403,-3.31670715,residential,595.2589987717616,kmeans_snap,-3.3167071505686345,55.926140299743324,4.5491581406911183e-05
6775,Edinburgh Napier University - Sighthill Campus,POINT (-3.2888608062522224 55.92443586355694),55.92443586,-3.288860806,university,526.0576839141573,kmeans_snap,-3.2884854458898727,55.92454809102325,26.506762799290453
12355,,POINT (-3.1794547399168307 55.93662876266619),55.93662876,-3.17945474,residential,2234.4157769304134,kmeans_snap,-3.1796300119248966,55.93661143572702,11.084841796369323
5068,,POINT (-3.1969271639312136 55.94755011455169),55.94755011,-3.196927164,residential,2741.530551349835,kmeans_snap,-3.1968546449979387,55.94756823067357,4.944483540606744
3301,,POINT (-3.2017904699828845 55.94335498880232),55.94335499,-3.20179047,residential,5078.929588893433,kmeans_snap,-3.201790470002018,55.94335498999839,2.1866862883701555e-07
103,Fountainbridge Library,POINT (-3.218358857201007 55.940107818190256),55.94010782,-3.218358857,library,7490.54969090896,kmeans_snap,-3.2183588570083264,55.94010781998004,2.278654141907531e-06
33458,,POINT (-3.184545403578475 55.95130784062459),55.95130784,-3.184545404,commercial,4124.048854572441,kmeans_snap,-3.184545404,55.95130784,0.0
34,Edinburgh College of Art Library,POINT (-3.2005191 55.9460774),55.9460774,-3.2005191,library,3143.936497342863,kmeans_snap,-3.2003010289419094,55.94611951011611,14.363115972456859
7811,,POINT (-3.2322420672736474 55.94607867536673),55.94607868,-3.232242067,residential,1721.0605689583867,kmeans_snap,-3.232242067012394,55.94607868005204,5.8378422992475315e-06
7914,,POINT (-3.185178954214791 55.937777484144554),55.93777748,-3.185178954,residential,2440.028849462289,kmeans_snap,-3.1850117610848576,55.9377111686353,12.759020299456992
27182,,POINT (-3.1737532270410953 55.924637670769606),55.92463767,-3.173753227,residential,1458.8556372314156,kmeans_snap,-3.1736792477319073,55.924628665929404,4.716447258942437
60,Aegon Asset Management,POINT (-3.314039763309612 55.93483735341742),55.93483735,-3.314039763,commercial,463.79691176503604,kmeans_snap,-3.3140397629882963,55.93483734999949,7.311207038897292e-07
22104,,POINT (-3.1915363430681736 55.955720532158935),55.95572053,-3.191536343,residential,6785.517306506228,kmeans_snap,-3.1915162880883403,55.955723775140626,1.2995336588966548
6332,,POINT (-3.1986973910846697 55.93563581139631),55.93563581,-3.198697391,residential,1285.824652885674,kmeans_snap,-3.1987033101895217,55.93563551116117,0.3701590050265462
22164,,POINT (-3.2444636999999994 55.944521400000006),55.9445214,-3.2444637,residential,883.451031386015,kmeans_snap,-3.2444799484486677,55.944501398693575,2.4433680956350017
98,University of Edinburgh - King's Buildings Campus,POINT (-3.1746658057199846 55.92275610373322),55.9227561,-3.174665806,university,2737.8572215689264,kmeans_snap,-3.1748186119503616,55.92282911174365,12.511907358628894
33,Artiscience Library,POINT (-3.1818686 55.939691),55.939691,-3.1818686,library,19009.09304203283,kmeans_snap,-3.1818686,55.939691,0.0
10742,,POINT (-3.1943077333112853 55.95345831794529),55.95345832,-3.194307733,commercial,3020.1490433497984,kmeans_snap,-3.1943323754127344,55.95359612279359,15.399574575924774
32870,,POINT (-3.178657814453714 55.97864848574363),55.97864849,-3.178657814,residential,4022.6577354856,kmeans_snap,-3.1786578140252564,55.97864848998405,2.3687353111281194e-06
33605,Institute of Design Informatics,POINT (-3.1869367397984965 55.94517079374614),55.94517079,-3.18693674,university,11924.687541376086,kmeans_snap,-3.18693674,55.94517079,0.0
807,Atria One,POINT (-3.2084049381709727 55.946106793188754),55.94610679,-3.208404938,commercial,1665.266772591282,kmeans_snap,-3.20840493799805,55.946106790000485,1.327911400212103e-07
710,,POINT (-3.1675077986930944 55.97520350545686),55.97520351,-3.167507799,residential,737.9925465303055,kmeans_snap,-3.1670607044003636,55.9752135566181,27.840333421807372
14859,,POINT (-3.2350425 55.96402359999999),55.9640236,-3.2350425,residential,1.6552358069487266e-06,kmeans_snap,-3.234998178358315,55.96400489248713,3.454887666208191
32483,Farnham,POINT (-3.058691059113571 55.94446657894665),55.94446658,-3.058691059,residential,293.5827380955188,kmeans_snap,-3.0587221796239366,55.94445959788078,2.087580363759767
6478,,POINT (-3.2913616997605257 55.94264154434122),55.94264154,-3.2913617,residential,47.80012649248468,kmeans_snap,-3.2910296185654158,55.942837302871894,30.02446696523705
112,University of Edinburgh - High School Yards,POINT (-3.1836487147191055 55.94842786388321),55.94842786,-3.183648715,university,781.4581606478864,kmeans_snap,-3.183648715,55.94842786,0.0
6843,,POINT (-3.1731030621823324 55.970938369200745),55.97093837,-3.173103062,residential,1420.2217506697484,kmeans_snap,-3.173239389820819,55.970691506937605,28.73086374798536
138,Queen Margaret University,POINT (-3.0739691670053215 55.9309245867735),55.93092459,-3.073969167,university,1652.683936314374,kmeans_snap,-3.073969160469081,55.93092455814217,0.003565711087477071
13007,,POINT (-3.3324494792868844 55.909129701268434),55.9091297,-3.332449479,residential,443.353980087114,kmeans_snap,-3.33244947817555,55.90912968828342,0.0013038369792448574
14350,,POINT (-3.187071211092621 55.95807008615878),55.95807009,-3.187071211,residential,1222.9135157233354,kmeans_snap,-3.187071211023655,55.95807009000504,1.5754133642033095e-06
33539,,POINT (-3.2217247781928844 55.95434748277411),55.95434748,-3.221724778,school,1061.2217922801105,kmeans_snap,-3.2217247777146625,55.954347480032204,1.812035719505397e-05
76,Edinburgh University Library,POINT (-3.1889897474849724 55.94266114068956),55.94266114,-3.188989747,library,4859.292653770606,kmeans_snap,-3.188989747,55.94266114,0.0
896,Boroughmuir High School,POINT (-3.214785279865427 55.94082885862948),55.94082886,-3.21478528,school,3993.2268848270933,kmeans_snap,-3.2147852799856835,55.940828860000934,8.975132511532257e-07
3127,,POINT (-3.3273046862583877 55.94676679240065),55.94676679,-3.327304686,residential,132.33523451200045,kmeans_snap,-3.3273046859788757,55.94676679001159,1.8414423910140338e-06
3401,,POINT (-3.214784723697051 55.95698778375979),55.95698778,-3.214784724,residential,913.7582724162551,kmeans_snap,-3.214764999717877,55.95701968783544,3.7544297172831578
420,Nautical House,POINT (-3.17662832199734 55.9776931618458),55.97769316,-3.176628322,commercial,5736.826335889156,kmeans_snap,-3.1766283220284333,55.97769315998261,2.6208593723962024e-06
409,Leith Walk Primary School,POINT (-3.179226225500243 55.96019702267894),55.96019702,-3.179226226,school,4173.310190449588,kmeans_snap,-3.1792262259969757,55.96019702000061,1.9987710720856842e-07
12799,Cobble Cottage,POINT (-3.302102415973511 55.979656107691156),55.97965611,-3.302102416,residential,8070.516473057423,kmeans_snap,-3.302102416,55.97965611,0.0
9019,,POINT (-3.2048191732737226 55.94531466163477),55.94531466,-3.204819173,residential,819.8051280479674,kmeans_snap,-3.204819173002625,55.94531465999975,1.6574811925366976e-07
381,Tollcross Primary School,POINT (-3.2064752178361986 55.94339683406675),55.94339683,-3.206475218,school,5323.697127014186,kmeans_snap,-3.2064752180202243,55.94339682996123,4.4906296529205506e-06
3489,,POINT (-3.207861690112173 55.95814989866075),55.9581499,-3.20786169,residential,5391.9055653854475,kmeans_snap,-3.20786169,55.9581499,0.0
33593,,POINT (-3.306867458886489 55.96109440936463),55.96109441,-3.306867459,residential,49.83317832952289,kmeans_snap,-3.3062822086176764,55.96129400238818,42.65547017743464
32465,,POINT (-3.181366069272397 55.94435237409713),55.94435237,-3.181366069,residential,2341.503936644078,kmeans_snap,-3.181366068995935,55.9443523699978,3.516032731987321e-07
16471,,POINT (-3.273090572134371 55.941662104967804),55.9416621,-3.273090572,residential,1223.89669468556,kmeans_snap,-3.273109778877806,55.9415648603549,10.87850853809851
4116,,POINT (-3.2249830118616285 55.95463169362677),55.95463169,-3.224983012,residential,1204.1924811896642,kmeans_snap,-3.224983012001925,55.95463168999941,1.367266161848465e-07
4859,,POINT (-3.331672139332399 55.9718822868767),55.97188229,-3.331672139,residential,1229.3262042945312,kmeans_snap,-3.331672138977888,55.971882289999236,1.3785276303830273e-06
13116,,POINT (-3.300687684954853 55.97712642640461),55.97712643,-3.300687685,residential,2500.494675338976,kmeans_snap,-3.3006876850219293,55.97712642992963,7.942468405438615e-06
311,University of Edinburgh - Pleasance,POINT (-3.181016304012657 55.947977121309606),55.94797712,-3.181016304,university,1979.7278454921016,kmeans_snap,-3.181016304,55.94797712,0.0
190,McDonald Road Library,POINT (-3.1813889588366866 55.961345622416246),55.96134562,-3.181388959,library,8188.641591241576,kmeans_snap,-3.181388959,55.96134562,0.0
18825,,POINT (-3.2019491469686896 55.964506212906954),55.96450621,-3.201949147,residential,3356.8495223866485,kmeans_snap,-3.2018725273270348,55.96447067217747,6.193088760180686
33091,The Royal College of Surgeons of Edinburgh,POINT (-3.1845534693182085 55.94666041051234),55.94666041,-3.184553469,university,2959.6398272588244,kmeans_snap,-3.184553469,55.94666041,0.0
5768,,POINT (-3.174833918983886 55.9409804903658),55.94098049,-3.174833919,residential,5410.110603670387,kmeans_snap,-3.1748602325290967,55.94096066741778,2.7465556861703986
29304,,POINT (-3.229962230156636 55.93812376957725),55.93812377,-3.22996223,commercial,2733.7213218449388,kmeans_snap,-3.229962229976486,55.938123769808,2.1399300466173754e-05
259,,POINT (-3.186465852110353 55.94264749950706),55.9426475,-3.186465852,residential,2239.2138739990287,kmeans_snap,-3.186465851984373,55.942647499995545,1.0918305653984175e-06
6693,,POINT (-3.202011741386238 55.951530188897344),55.95153019,-3.202011741,commercial,7330.476115536951,kmeans_snap,-3.2020117409986755,55.95153019000019,8.515852126484405e-08
6810,,POINT (-3.1750048614468214 55.9674859314674),55.96748593,-3.175004861,residential,1062.9072145758387,kmeans_snap,-3.1751020594681427,55.96766630598447,20.949156435020484
196,Lloyds Banking Group,POINT (-3.293826553441373 55.927873846733746),55.92787385,-3.293826553,commercial,353.0397925199441,kmeans_snap,-3.293826552299411,55.92787385032974,5.7000994559721644e-05
16004,,POINT (-3.1929499401961494 55.93919340798224),55.93919341,-3.19294994,residential,4087.722108110721,kmeans_snap,-3.1929499399980754,55.9391934099972,3.3350538328857984e-07
29857,,POINT (-3.282460372349683 55.94236788357846),55.94236788,-3.282460372,residential,35.6306777434086,kmeans_snap,-3.2818039486777546,55.94258883747505,47.692362780791704
47,Lecture Theatre 4 (LT4),POINT (-3.3212805 55.9102825),55.9102825,-3.3212805,university,832.1893710161066,kmeans_snap,-3.3217630234682396,55.91046300124568,36.15518604272958
29273,,POINT (-3.2209305546897578 55.941319587810995),55.94131959,-3.220930555,residential,5488.236129029141,kmeans_snap,-3.220736522906399,55.9413485416306,12.504610226506548
6181,,POINT (-3.178813904843232 55.96363507265339),55.96363507,-3.178813905,commercial,677.094216101562,kmeans_snap,-3.178918837332089,55.963793232282974,18.760272717750308
18751,,POINT (-3.169898959482015 55.97109788149381),55.97109788,-3.169898959,residential,1171.8066094424685,kmeans_snap,-3.1698989589809567,55.97109788001111,1.7115388842941628e-06
182,Royal Mile Primary School,POINT (-3.177277892236827 55.951718490146405),55.95171849,-3.177277892,school,5041.128556104023,kmeans_snap,-3.177277892,55.95171849,0.0
751,,POINT (-3.2171133952977358 55.94537305442438),55.94537305,-3.217113395,commercial,2293.650084129925,kmeans_snap,-3.2171418734450707,55.94533235937235,4.859674395152669
14733,,POINT (-3.231380985294825 55.960449498387476),55.9604495,-3.231380985,residential,1.1820167817714618e-06,kmeans_snap,-3.2315174578748653,55.96076085925838,35.64840540610352
756,,POINT (-3.2375896574721 55.94290586226029),55.94290586,-3.237589657,residential,1170.284061530292,kmeans_snap,-3.2375931483421176,55.942902901638995,0.39430752348169706
15614,,POINT (-3.1183107939767147 55.95774280388064),55.9577428,-3.118310794,residential,10554.40845865993,kmeans_snap,-3.118292907696597,55.95774513865248,1.143341281762904
191,Panmure St Anne's,POINT (-3.185107077628694 55.94913413433188),55.94913413,-3.185107078,school,2892.1546972869605,kmeans_snap,-3.185107078,55.94913413,0.0
5112,,POINT (-3.2077433767665613 55.93778093666583),55.93778094,-3.207743377,residential,1475.698412429735,kmeans_snap,-3.2077433771019046,55.93778094013166,1.5955975550253286e-05
9984,,POINT (-3.2361492000000003 55.94664045000001),55.94664045,-3.2361492,residential,179.34394461957538,kmeans_snap,-3.236477011288314,55.946544021657715,23.056207685365983
36,Edinburgh Law School Library,POINT (-3.1876627 55.9476338),55.9476338,-3.1876627,library,3410.5658900352814,kmeans_snap,-3.187534688008657,55.94756550992764,11.008644512552424
33640,Lauriston Building,POINT (-3.1967697367683656 55.94437724762232),55.94437725,-3.196769737,hospital,4352.45136920961,kmeans_snap,-3.1967697369969326,55.944377250000684,2.054427695082196e-07
29184,,POINT (-3.187226827589313 55.96380011895002),55.96380012,-3.187226828,residential,2378.0265930723604,kmeans_snap,-3.1872421874186476,55.96380846025036,1.3318665246582515
424,,POINT (-3.186133446565093 55.96003116144743),55.96003116,-3.186133447,residential,2522.5295785944827,kmeans_snap,-3.1861334469954055,55.96003115999814,3.527737813558386e-07
796,,POINT (-3.180749105836483 55.93998569945959),55.9399857,-3.180749106,residential,7682.76138893847,kmeans_snap,-3.1807491059961865,55.93998569999837,2.9907428749914273e-07
430,Exchange Place 1,POINT (-3.2067936139125455 55.944353270621015),55.94435327,-3.206793614,commercial,4496.253780911317,kmeans_snap,-3.2067936139997504,55.94435327000026,3.2904717479897245e-08
14857,,POINT (-3.2333843 55.9642089),55.9642089,-3.2333843,residential,1607.7495007167336,kmeans_snap,-3.2333438424018834,55.96419808564106,2.790363783402407
37,Signet Library,POINT (-3.1916095 55.9491104),55.9491104,-3.1916095,library,5273.546619093471,kmeans_snap,-3.191589607298316,55.94902336942224,9.756293778521403
7586,,POINT (-3.2127238373976694 55.92812642674006),55.92812643,-3.212723837,residential,357.1261864816919,kmeans_snap,-3.212728933975639,55.92811451127239,1.3628066706035646
30811,,POINT (-3.2141767275362496 55.959566244026895),55.95956624,-3.214176728,residential,3493.906809164975,kmeans_snap,-3.214166700008593,55.95963774728532,7.975709551888097
30135,,POINT (-3.1858404108914735 55.95749671583355),55.95749672,-3.185840411,residential,1983.3830882750044,kmeans_snap,-3.1856671414090707,55.95767024082596,22.104583981200058
33092,,POINT (-3.182899924698436 55.95142775514837),55.95142776,-3.182899925,commercial,3639.9037698828456,kmeans_snap,-3.182899925,55.95142776,0.0
122,Edinburgh International Conference Centre (EICC),POINT (-3.209597698150639 55.94617437867845),55.94617438,-3.209597698,commercial,3997.6413223841137,kmeans_snap,-3.209401924955541,55.94609908058116,14.7885806104731
32868,,POINT (-3.2515805074863495 55.93875251782255),55.93875252,-3.251580507,commercial,2146.639744949677,kmeans_snap,-3.251773180456641,55.93885997055444,16.933296254603395
7863,,POINT (-3.2312554574583943 55.94601367543305),55.94601368,-3.231255457,residential,1742.9190441118385,kmeans_snap,-3.2312554569234537,55.94601368006374,8.541554647612952e-06
28,Moray House Library,POINT (-3.1808417 55.9506224),55.9506224,-3.1808417,library,2009.3856947770378,kmeans_snap,-3.1808417,55.9506224,0.0
6349,,POINT (-3.177073957257981 55.96516239269938),55.96516239,-3.177073957,residential,7038.304954646178,kmeans_snap,-3.1771946902519828,55.96515818876766,7.528397172675238
2921,Maybury Primary School,POINT (-3.3234017878700426 55.943975469923856),55.94397547,-3.323401788,school,162.6645944179587,kmeans_snap,-3.3234017851866904,55.94397547081396,0.00019718266115198324
16879,,POINT (-3.0688428986486347 55.94486147261241),55.94486147,-3.068842899,residential,435.36896096544695,kmeans_snap,-3.068842901583833,55.944861470368714,0.00016603209912422287
