poi_id,name,geometry,lat,lon,category,demand,method,centroid_lon,centroid_lat,dist_to_centroid_m
416,Exchange Place 3,POINT (-3.207913137695422 55.944381042738456),55.94438104,-3.207913138,commercial,6051.295054892749,kmeans_snap,-3.20791236669319,55.94438350654769,0.27844108446321353
6868,,POINT (-3.1959968618217682 55.96378911842611),55.96378912,-3.195996862,residential,8874.196611095482,kmeans_snap,-3.1960094257789073,55.963779268523645,1.3458851140179455
12798,,POINT (-3.3008531263948107 55.978959490243625),55.97895949,-3.300853126,residential,6740.345647973129,kmeans_snap,-3.300853126,55.97895949,0.0
11638,,POINT (-3.117806110654772 55.95749690864454),55.95749691,-3.117806111,residential,2995.629926238254,kmeans_snap,-3.1178061110000845,55.95749691000007,8.806629889203677e-09
228,,POINT (-3.183972910480429 55.943708303917674),55.9437083,-3.18397291,residential,2840.513592422006,kmeans_snap,-3.184041665471021,55.94370424059784,4.305129019744954
9463,,POINT (-3.25047058215557 55.93920536647993),55.93920537,-3.250470582,residential,1293.4330951053107,kmeans_snap,-3.25046733447389,55.93920512316473,0.20410071306241206
11,St Andrew's First Aid,POINT (-3.1719622 55.9768772),55.9768772,-3.1719622,school,6140.043473476342,kmeans_snap,-3.1719621999988683,55.976877199999144,1.1807927010877955e-07
437,Children's Beds Home,POINT (-3.299574297857734 55.929826979712224),55.92982698,-3.299574298,commercial,756.3866641898619,kmeans_snap,-3.299574297991243,55.929826980222394,2.4734738140485154e-05
9897,,POINT (-3.170985876489406 55.923523478294555),55.92352348,-3.170985876,residential,3668.4123861442504,kmeans_snap,-3.1708653226942576,55.923579878809626,9.78469034994944
18230,,POINT (-3.23790845 55.9562277),55.9562277,-3.23790845,residential,920.7245948479979,kmeans_snap,-3.237889735631656,55.95629373864923,7.434997173875171
7042,,POINT (-3.1918023025841946 55.952464688690824),55.95246469,-3.191802303,commercial,13578.561004067185,kmeans_snap,-3.191802303,55.95246469,0.0
6089,,POINT (-3.097946447586973 55.94432173382371),55.94432173,-3.097946448,residential,1012.7312717513494,kmeans_snap,-3.0979464473442646,55.94432172988363,4.283305431948472e-05
6350,,POINT (-3.176629165090549 55.965319916111646),55.96531992,-3.176629165,commercial,7463.631704989713,kmeans_snap,-3.1766291649925633,55.96531991999917,4.720229286109839e-07
32161,,POINT (-3.328470108540487 55.980616370543224),55.98061637,-3.328470109,residential,3786.8145058138357,kmeans_snap,-3.328470109,55.98061637,0.0
7015,,POINT (-3.2228844217096198 55.94651067522769),55.94651068,-3.222884422,residential,1604.083237979233,kmeans_snap,-3.2228458476648307,55.94647996951278,4.1749350386996396
6594,,POINT (-3.1942029703915518 55.9398459039057),55.9398459,-3.19420297,residential,12394.486152061778,kmeans_snap,-3.19420297,55.9398459,0.0
7503,,POINT (-3.2098584167513207 55.92768582425129),55.92768582,-3.209858417,residential,3115.0261104218907,kmeans_snap,-3.2098836789779552,55.92774257757542,6.504401512268377
3474,Stockbridge Library,POINT (-3.207839007180807 55.95891962390747),55.95891962,-3.207839007,library,6793.603934346658,kmeans_snap,-3.2078390070087988,55.958919620007705,1.0167018724457737e-06
154,Cameron Smail Library,POINT (-3.32216653072328 55.90876592789616),55.90876593,-3.322166531,library,1133.8847994425887,kmeans_snap,-3.3221665260337896,55.90876591624365,0.0015606379689442412
15,Spark of Genius Musselburgh Learning Centre,POINT (-3.0674452 55.9430316),55.9430316,-3.0674452,school,926.360077371894,kmeans_snap,-3.0674452,55.9430316,0.0
893,,POINT (-3.2084676561761194 55.97162087730612),55.97162088,-3.208467656,residential,5613.147622765195,kmeans_snap,-3.208611844516076,55.9717214004156,14.332915551446183
32565,Adam Smith's Panmure House,POINT (-3.178399107935966 55.95221139854865),55.9522114,-3.178399108,university,5503.313470618887,kmeans_snap,-3.178399108,55.9522114,0.0
226,,POINT (-3.181552329393878 55.9388642843853),55.93886428,-3.181552329,residential,7501.996455396937,kmeans_snap,-3.1815397193062074,55.9388632765934,0.7931897031596892
6473,,POINT (-3.206045929736704 55.95237788818126),55.95237789,-3.20604593,commercial,4437.298368112407,kmeans_snap,-3.2059190314752724,55.95234473773149,8.717937451485607
30306,,POINT (-3.2140236838670244 55.93950405532074),55.93950406,-3.214023684,residential,2700.87337473601,kmeans_snap,-3.2139519669674326,55.939383315112856,14.149602830328638
4592,,POINT (-3.1656967500000013 55.968877549999995),55.96887755,-3.16569675,residential,8326.354211912603,kmeans_snap,-3.1655351871911637,55.96887413414959,10.06114186060314
32977,Royal Hospital for Children and Young People,POINT (-3.1390819177938605 55.92096285453292),55.92096285,-3.139081918,hospital,2473.8226437666995,kmeans_snap,-3.1390819126419314,55.92096284264212,0.0008836489019557668
4854,,POINT (-3.333380767619218 55.97039658419392),55.97039658,-3.333380768,residential,3913.0211333366487,kmeans_snap,-3.333435612750812,55.9702592213163,15.650237630917703
22113,,POINT (-3.222673824248512 55.95932730298844),55.9593273,-3.222673824,residential,2345.945676629408,kmeans_snap,-3.2226360323035443,55.95933113066832,2.390591500391351
22917,,POINT (-3.2322651756214085 55.9277847558429),55.92778476,-3.232265176,residential,1777.1394510360992,kmeans_snap,-3.2322683960952863,55.92778485177916,0.2008570489738539
482,,POINT (-3.1799712487582905 55.96155489949197),55.9615549,-3.179971249,commercial,5975.622753563981,kmeans_snap,-3.1799712489991108,55.96155490000008,5.600200925508415e-08
