centroid_lon,centroid_lat,method,cluster_label_kmeans
-3.173389247953882,55.95627397993683,kmeans_no_snap,0
-3.2215585373224114,55.94250033533553,kmeans_no_snap,1
-3.306040909375344,55.967409752750044,kmeans_no_snap,2
-3.0971857084579137,55.94692571979407,kmeans_no_snap,3
-3.1783475024376737,55.938670790905654,kmeans_no_snap,4
-3.2983083854051003,55.92813338117678,kmeans_no_snap,5
-3.1048453334660233,55.868554509906716,kmeans_no_snap,6
-3.17571498115144,55.978113697203376,kmeans_no_snap,7
-3.2114581896895533,55.97195501578725,kmeans_no_snap,8
-3.1801080326502085,55.95111381622757,kmeans_no_snap,9
-3.172991312640197,55.925097796839836,kmeans_no_snap,10
-3.2069986545106506,55.94564877025235,kmeans_no_snap,11
-3.2747390594273873,55.9401776654748,kmeans_no_snap,12
-3.215235790541249,55.91088477555759,kmeans_no_snap,13
-3.2154176009796367,55.958352451026904,kmeans_no_snap,14
-3.1187528730792953,55.956711362741544,kmeans_no_snap,15
-3.2353778540176132,55.926546829977724,kmeans_no_snap,16
-3.192518766380548,55.93543620806915,kmeans_no_snap,17
-3.3221228745832576,55.91044782564679,kmeans_no_snap,18
-3.192252670005602,55.95437856028061,kmeans_no_snap,19
-3.175777503677352,55.966118592842705,kmeans_no_snap,20
-3.173168691793702,55.87361453301297,kmeans_no_snap,21
-3.066985003767685,55.937421691372926,kmeans_no_snap,22
-3.301477375214767,55.978958803210524,kmeans_no_snap,23
-3.185564473791411,55.943902528740765,kmeans_no_snap,24
-3.235732750881328,55.96230492086116,kmeans_no_snap,25
-3.2099370349196823,55.93698098883818,kmeans_no_snap,26
-3.3316590720900248,55.973732193941956,kmeans_no_snap,27
-3.0560945974073395,55.89500580905335,kmeans_no_snap,28
-3.1986542724133566,55.962752722619946,kmeans_no_snap,29
-3.144115903370684,55.89977623987862,kmeans_no_snap,30
-3.2609618981345374,55.91319272262576,kmeans_no_snap,31
-3.236417679340861,55.94612209316857,kmeans_no_snap,32
-3.2054340495125895,55.95206699675802,kmeans_no_snap,33
-3.132551885144879,55.92079244032362,kmeans_no_snap,34
-3.2564960217128753,55.959621883325894,kmeans_no_snap,35
-3.1654866577888003,55.96953417534764,kmeans_no_snap,36
-3.2109596924148613,55.92605644502126,kmeans_no_snap,37
-3.1843877732517525,55.96113260999833,kmeans_no_snap,38
-3.125248409523831,55.94511687338148,kmeans_no_snap,39
-3.199498918130097,55.94492809941008,kmeans_no_snap,40
-3.190720751561865,55.97626593919178,kmeans_no_snap,41
-3.1396942323385195,55.95635768012695,kmeans_no_snap,42
-3.1881194965981585,55.94767777634724,kmeans_no_snap,43
-3.2901873964028243,55.94474901072284,kmeans_no_snap,44
-3.319481011606768,55.896000770394664,kmeans_no_snap,45
-3.2516829379950565,55.94067105905207,kmeans_no_snap,46
-3.074465427870902,55.87950203857367,kmeans_no_snap,47
-3.1952747511752007,55.93937760192528,kmeans_no_snap,48
-3.161978876421249,55.91621926591348,kmeans_no_snap,49
