candidate_id,centroid_lon,centroid_lat
0,-3.2218426856184936,55.95939101589402
1,-3.105735450709155,55.95017840679964
2,-3.2046149669587516,55.933643928702224
3,-3.1778930613610266,55.95194749104412
4,-3.28178145755302,55.939315118025156
5,-3.177151501330143,55.965153415490626
6,-3.3012306474772193,55.974937248811095
7,-3.158865189317402,55.91202376519329
8,-3.1813450554670317,55.9443297125995
9,-3.076043296179482,55.878664326979255
10,-3.2725088176823895,55.908331010283646
11,-3.2213734436885937,55.941779112396844
12,-3.1743889570077926,55.978107751938076
13,-3.2078482000813944,55.958445052795554
14,-3.119604140073122,55.95724724902112
15,-3.1748183595736834,55.92282899746815
16,-3.3324048921149334,55.908990674017886
17,-3.2139634783283517,55.90944212908416
18,-3.072787620146102,55.92961268007513
19,-3.200193165708769,55.946056729183304
20,-3.1960472207993793,55.95938958184861
21,-3.1817527568864015,55.870759700711304
22,-3.244678816229146,55.95277066785397
23,-3.2323574922199168,55.92740804979753
24,-3.179244826101248,55.93650539004263
25,-3.2086129447103597,55.96976904719773
26,-3.163973618940799,55.967926678821144
27,-3.236582694951845,55.943966929128216
28,-3.1914080547332517,55.95549857778698
29,-3.1411757889121286,55.94651849544867
30,-3.333151920852169,55.97050950574629
31,-3.1390593921801955,55.921064159939576
32,-3.1937765460343828,55.93969768862393
33,-3.210156133304556,55.92782426086928
34,-3.3233906774621205,55.89547204331981
35,-3.201884592212236,55.95225709082567
36,-3.234805199092495,55.964059078616245
37,-3.289338908817023,55.94528847919138
38,-3.3014822083983653,55.9790194126434
39,-3.251716704248762,55.93896934293188
40,-3.0498507321991233,55.89391233320106
41,-3.1894155367259316,55.976095904699605
42,-3.057940060231444,55.94356020204892
43,-3.1793102868952934,55.960094725516285
44,-3.209254157084748,55.94612433042899
45,-3.1871148447167017,55.94494031661224
46,-3.099734967971437,55.86573319397491
47,-3.181243822707689,55.93921143551156
48,-3.2982902344098513,55.91964621557164
49,-3.1962126293953195,55.96394776684431
50,-3.098124374817116,55.94406444640161
51,-3.2695424351496145,55.94135512302647
52,-3.328943267593292,55.938562649971736
53,-3.328470109,55.98061637
54,-3.246291530851438,55.92071687047661
55,-3.262475543669353,55.958136703520246
56,-3.1693916302685112,55.970571088893266
57,-3.2088286304951934,55.90464117014557
58,-3.1918183362513877,55.948919340440014
59,-3.2175541331413595,55.94574788519106
60,-3.113968203324465,55.942468505952135
61,-3.1738162704935027,55.94120491413919
62,-3.143149678896136,55.89654881357832
63,-3.158498521699026,55.93245223115377
64,-3.087698496169242,55.91386429709988
65,-3.2270640569955678,55.95269936712227
66,-3.2137844933281206,55.951056290509285
67,-3.151224068836207,55.958524407641285
68,-3.217229231470131,55.94029175992003
69,-3.217275467954117,55.9215644227228
70,-3.2612521786468496,55.9172113201372
71,-3.188221867738154,55.9598001033224
72,-3.096552718170234,55.948835978482485
73,-3.1697000189311146,55.92363218555552
74,-3.134386687575306,55.962796846824006
75,-3.171899216910736,55.95449828072895
76,-3.2126646819913316,55.93372574215107
77,-3.180467637613377,55.95021568859289
78,-3.2196439688878926,55.97465044117051
79,-3.182650838934964,55.93186969215538
80,-3.310432936637525,55.89858001294942
81,-3.194569137246643,55.953604735363925
82,-3.1582238071863773,55.87666232223755
83,-3.201261563642767,55.94344675398109
84,-3.2943609264092455,55.95415096814563
85,-3.2329737901002806,55.9744438053405
86,-3.2052964748323856,55.92330447395313
87,-3.287279224615408,55.924132691178336
88,-3.1872246951999554,55.96366827441195
89,-3.2371023957884226,55.95588390231211
90,-3.3213433990466794,55.90992252954324
91,-3.2286829658531793,55.939345524545686
92,-3.318384037352099,55.9246938948546
93,-3.105061786616435,55.91426210915307
94,-3.1325411974091275,55.952204093256356
95,-3.1931775755473737,55.936314069979424
96,-3.202201011010257,55.9643003902636
97,-3.207499800472762,55.937450927359485
98,-3.1630298205272576,55.91849389971865
99,-3.177346117285228,55.977970556652885
100,-3.198252084332783,55.93534104404581
101,-3.297225859767825,55.929432808623666
102,-3.243366803215205,55.94616499345793
103,-3.279843344712326,55.94556012416866
104,-3.185864635270154,55.942511043099415
105,-3.1742420092227994,55.93236988341536
106,-3.175484808290843,55.92594308779967
107,-3.175455785889987,55.93830172881004
108,-3.174883235284718,55.95802413447853
109,-3.203616373721326,55.96067303144693
110,-3.2459041987278634,55.915939754178964
111,-3.1872476829870826,55.94697969159933
112,-3.1228326848511734,55.878283899536726
113,-3.2071217327004664,55.94400226309396
114,-3.1246013809306294,55.94317327592556
115,-3.215126002438168,55.95689728836938
116,-3.1661030588489125,55.97491325639113
117,-3.2455443406344187,55.96659845258773
118,-3.0588761104900763,55.871221084392864
119,-3.180804657809842,55.96143187357307
120,-3.1816321463021935,55.98043952843925
121,-3.263760268120949,55.928441260341394
122,-3.084480676657788,55.9469439098148
123,-3.306440206162964,55.96913494021359
124,-3.2635331763746676,55.909420733846105
125,-3.168489649966822,55.91341355032682
126,-3.2056304469763455,55.94776046442579
127,-3.199983607952355,55.978238764577014
128,-3.2406385109351916,55.923627185002545
129,-3.2946361653883947,55.93719825584554
130,-3.1724053647335193,55.96842241096781
131,-3.199602605170944,55.938477349418825
132,-3.197624464972203,55.944362847566865
133,-3.205691846387309,55.95224719879591
134,-3.112836227348637,55.952529882524985
135,-3.209925678739054,55.91531668032626
136,-3.0678811445713867,55.94361085554555
137,-3.2321291126931904,55.946246012648764
138,-3.2629508839504666,55.96399584402914
139,-3.116289861636724,55.955823389338015
140,-3.2321827988822074,55.960467919993064
141,-3.2175182530412823,55.9603649146406
142,-3.0821946341814472,55.885423891987514
143,-3.1849662408779107,55.936695498964994
144,-3.132880794034717,55.93114685280598
145,-3.2224162726678878,55.94677628675101
146,-3.252220696611972,55.944256776842366
147,-3.147529896499725,55.95211319209887
148,-3.2285806940680515,55.9069241788966
149,-3.191802303,55.95246469
150,-3.2786571305434813,55.936086259870265
151,-3.2255432727459015,55.95565764672615
152,-3.1289556500118274,55.94673534283072
153,-3.183773956044142,55.951364061950486
154,-3.1295817292812456,55.958186513411775
155,-3.154807962891747,55.96766919835683
