type,total_demand_normal,avg_demand_normal,max_demand_normal,total_demand_per_hour,avg_demand_per_hour,max_demand_per_hour,n_pois
uniform,537.8968729418325,0.6077930767704322,20.91928017478776,121.14222266448377,0.13688386741749578,4.665953765272272,885
pred,537.7195834201426,0.6075927496272798,19.59904652725383,121.10630943891618,0.1368432875016002,4.371886684061056,885
commercial,536.1107816150547,0.6057748944802879,18.88107341226549,120.74541845624505,0.13643550108050287,3.934009945441936,885
