category,poi_count,inflow,outflow,demand
commercial,172,218.7531914339457,213.51993633648132,237.97410288676744
hospital,14,4.612810231471888,5.883016696385227,6.177638786340004
library,44,23.137983203055153,24.721122646675546,26.062647621545548
residential,459,202.7321838783931,201.86318696215878,219.36426155998151
school,173,25.032545038861816,24.545868915335628,27.121127099791334
university,23,15.214538111724934,18.95012034041608,19.411003660628914
