poi_id,inflow_per_hour,outflow_per_hour,demand_per_hour,category,lat,lon
0,0.0005585306143329406,0.0005585306143329406,0.0005585306143329406,library,55.9162285,-3.2851455
1,1.2111269868816823e-05,1.0897578182513408e-05,1.2111269868816823e-05,library,55.9407099,-3.2810362
2,0.004306387603067164,0.003704524410444331,0.004306387603067164,library,55.9427446,-3.0563335
3,0.1986893546746939,0.2886791661998571,0.2886791661998571,library,55.9474192,-3.18728575
4,0.0007408385078827974,0.0007408385078827974,0.0007408385078827974,library,55.9331942,-3.1367474
5,0.0012370969568704204,0.0012370969568704204,0.0012370969568704204,library,55.8717713,-3.1137959
6,0.0006761867087949781,0.0006761867087949781,0.0006761867087949781,library,55.9201125,-3.2875585
7,0.0007152660633118927,0.0007152660633118927,0.0007152660633118927,library,55.9754823,-3.1800469
8,0.134574945754273,0.12233783595425426,0.134574945754273,library,55.9506224,-3.1808417
9,0.35355109603133134,0.45269399094122054,0.45269399094122054,library,55.9334673,-3.2128229
10,0.09157025567160772,0.21848038405684725,0.21848038405684725,library,55.948668825999995,-3.1919613932
11,0.0008061761451436662,0.0008061761451436662,0.0008061761451436662,library,55.9028613,-3.1531137
12,0.0007591174410329472,0.0007591174410329472,0.0007591174410329472,library,55.8796264,-3.1535729
13,1.7158658808032705,1.8351077438751162,1.8351077438751162,library,55.939691,-3.1818686
14,0.03634245097297485,0.06453413085261679,0.06453413085261679,library,55.9460774,-3.2005191
15,0.0005214518045444009,0.0005214518045444009,0.0005214518045444009,library,55.87442,-3.0485666
16,0.0007886141247846357,0.0007886141247846357,0.0007886141247846357,library,55.9767277,-3.2267667
17,0.0008588943897862765,0.0008588943897862765,0.0008588943897862765,library,55.9162181,-3.1102172
18,0.00035533430175307783,0.00035533430175307783,0.00035533430175307783,library,55.949736,-3.1949634
19,0.010609733492315983,0.00909117220617663,0.010609733492315983,library,55.9246932,-3.2880002
20,0.0009497074741055219,0.0009497074741055219,0.0009497074741055219,library,55.89286101,-3.070264127
21,0.00038223173358724,0.00038223173358724,0.00038223173358724,library,55.9616459,-3.26096943
22,0.10629780425013274,0.12588162607689432,0.12588162607689432,library,55.94266114,-3.188989747
23,0.000573304455167029,0.000573304455167029,0.000573304455167029,library,55.91345709,-3.134949632
24,0.4380883920200852,0.37754197431788555,0.4380883920200852,library,55.94010782,-3.218358857
25,0.003786501227788597,0.003786501227788597,0.003786501227788597,library,55.89609792,-3.311059707
26,0.40671564163396073,0.36999269932352946,0.40671564163396073,library,55.93663051,-3.179831189
27,0.06396522192266008,0.0751547499104624,0.0751547499104624,library,55.90876593,-3.322166531
28,0.004780130334704333,0.004780130334704333,0.004780130334704333,library,55.95503729,-3.142267856
29,0.45210369718662524,0.3665401991977981,0.45210369718662524,library,55.9514455,-3.178098866
30,0.00029432830401431096,0.00029432830401431096,0.00029432830401431096,library,55.9320804,-3.179735895
31,0.025188454486784896,0.019944903879830358,0.025188454486784896,library,55.92889298,-3.209940931
32,0.002643568295366085,0.002175742145691079,0.002643568295366085,library,55.93725887,-3.248423134
33,0.20171756922666734,0.1610059484646823,0.20171756922666734,library,55.96134562,-3.181388959
34,0.0005076851498796218,0.0005076851498796218,0.0005076851498796218,library,55.86672505,-3.06583005
35,0.1474159140416764,0.23191207808200864,0.23191207808200864,library,55.92290461,-3.174976595
36,0.0016199206898338044,0.0016199206898338044,0.0016199206898338044,library,55.90672481,-3.251408978
37,0.001057681145798542,0.001057681145798542,0.001057681145798542,library,55.95538392,-3.287034985
38,0.6689205222315848,0.5302281259912028,0.6689205222315848,library,55.95891962,-3.207839007
39,0.00045370614504346607,0.00045370614504346607,0.00045370614504346607,library,55.90531345,-3.134191235
40,0.001235127653359355,0.001235127653359355,0.001235127653359355,library,55.95337271,-3.116759644
41,0.0002573046118844676,0.0002573046118844676,0.0002573046118844676,library,55.96651862,-3.205719224
42,0.0005317966418462014,0.0005317966418462014,0.0005317966418462014,library,55.90529096,-3.223430258
43,0.01773632759171326,0.020540734052207518,0.020540734052207518,library,55.95050315,-3.213323145
44,0.004523981337948114,0.004523981337948114,0.004523981337948114,school,55.973634080000004,-3.2507802496666667
45,0.0005054128660535384,0.0005054128660535384,0.0005054128660535384,school,55.9666246,-3.2259783
46,0.0009457123383845926,0.0009457123383845926,0.0009457123383845926,school,55.9344588,-3.1233362
47,0.0051169449126782325,0.0051169449126782325,0.0051169449126782325,school,55.9609479,-3.171037
48,0.04570140985282105,0.03471564142058659,0.04570140985282105,school,55.9768772,-3.1719622
49,0.00031743639062676833,0.00031743639062676833,0.00031743639062676833,school,55.9471277,-3.2137763
50,0.0002933544903832502,0.0002933544903832502,0.0002933544903832502,school,55.9529392,-3.1994168
51,0.02519928669143015,0.020871022793772252,0.02519928669143015,school,55.9430316,-3.0674452
52,0.0019830545894482404,0.0019830545894482404,0.0019830545894482404,school,55.928444539999994,-3.273827281333333
53,0.0018238822321679532,0.0018238822321679532,0.0018238822321679532,school,55.95238672,-3.2800213066666664
54,0.0007051947665387701,0.0007051947665387701,0.0007051947665387701,school,55.9037635,-3.1653365
55,0.0005907687122197312,0.0005907687122197312,0.0005907687122197312,school,55.9173669,-3.1693957
56,0.003572828238524052,0.003572828238524052,0.003572828238524052,school,55.901250454999996,-3.045115402
57,0.001686962696772691,0.001686962696772691,0.001686962696772691,school,55.9518817,-3.1132882
58,0.0008878528568668653,0.0008878528568668653,0.0008878528568668653,school,55.9339879,-3.1470357
59,0.0016002408448024942,0.0016002408448024942,0.0016002408448024942,school,55.934923133333335,-3.127840397
