candidate_id,centroid_lon,centroid_lat,is_existing_station,original_candidate_id,snapped_station_id,method
0,-3.1918183362513877,55.948919340440014,False,0,,kmeans_no_snap
1,-3.333151920852169,55.97050950574629,False,1,,kmeans_no_snap
2,-3.116253718581858,55.95558660484142,False,2,,kmeans_no_snap
3,-3.2457399941168847,55.931829257480786,False,3,,kmeans_no_snap
4,-3.174126319457628,55.97761715254634,True,4,250.0,kmeans_no_snap
5,-3.167150248225403,55.91435377591596,False,5,,kmeans_no_snap
6,-3.2218426856184936,55.95939101589402,False,6,,kmeans_no_snap
7,-3.209749771944871,55.927985349796536,True,7,1744.0,kmeans_no_snap
8,-3.099734967971437,55.86573319397491,False,8,,kmeans_no_snap
9,-3.3110877644192223,55.898430223230235,False,9,,kmeans_no_snap
10,-3.180444129115574,55.961108637857706,False,10,,kmeans_no_snap
11,-3.1849831011220595,55.93650134308277,False,11,,kmeans_no_snap
12,-3.2211126876189726,55.94163496450043,False,12,,kmeans_no_snap
13,-3.2946361653883947,55.93719825584554,False,13,,kmeans_no_snap
14,-3.0703982683383195,55.932062144690924,False,14,,kmeans_no_snap
15,-3.205691846387309,55.95224719879591,False,15,,kmeans_no_snap
16,-3.3014751346271587,55.97896628776241,False,16,,kmeans_no_snap
17,-3.209450725782633,55.97120903305895,False,17,,kmeans_no_snap
18,-3.169677813884125,55.92398681693333,False,18,,kmeans_no_snap
19,-3.2619307945134492,55.957996675121045,False,19,,kmeans_no_snap
20,-3.195980796071081,55.963626806146195,False,20,,kmeans_no_snap
21,-3.271437059104648,55.94105316800397,False,21,,kmeans_no_snap
22,-3.1927991403713154,55.89290532807238,False,22,,kmeans_no_snap
23,-3.0985614794416128,55.94406627599551,True,23,1813.0,kmeans_no_snap
24,-3.1582238071863773,55.87666232223755,False,24,,kmeans_no_snap
25,-3.163812255708591,55.96788239175076,False,25,,kmeans_no_snap
26,-3.1914080547332517,55.95549857778698,False,26,,kmeans_no_snap
27,-3.201261563642767,55.94344675398109,False,27,,kmeans_no_snap
28,-3.199333366549218,55.93755923461464,False,28,,kmeans_no_snap
29,-3.059279479700751,55.89276213759219,False,29,,kmeans_no_snap
30,-3.177893748999561,55.95194718801633,False,30,,kmeans_no_snap
31,-3.220188275608183,55.9153934479669,False,31,,kmeans_no_snap
32,-3.243379620948984,55.94611352930091,False,32,,kmeans_no_snap
33,-3.2319160492163794,55.92785795323505,False,33,,kmeans_no_snap
34,-3.1858595611223293,55.942511205210366,False,34,,kmeans_no_snap
35,-3.2080701822277438,55.95856558589723,True,35,258.0,kmeans_no_snap
36,-3.1331085399404563,55.959746390131464,False,36,,kmeans_no_snap
37,-3.13924266136869,55.921050725619125,False,37,,kmeans_no_snap
38,-3.233928436446136,55.96052479659226,False,38,,kmeans_no_snap
39,-3.1756691089546853,55.938857424059485,False,39,,kmeans_no_snap
40,-3.2887870842973754,55.94535156913311,False,40,,kmeans_no_snap
41,-3.1427710261740462,55.94783705882598,False,41,,kmeans_no_snap
42,-3.207376948000895,55.9373315277388,False,42,,kmeans_no_snap
43,-3.119613433040429,55.957248736894314,False,43,,kmeans_no_snap
44,-3.2838050856757115,55.937188545898564,False,44,,kmeans_no_snap
45,-3.1414642685545733,55.89864622273185,False,45,,kmeans_no_snap
46,-3.232121712580415,55.946247292740516,False,46,,kmeans_no_snap
47,-3.1894178717795265,55.97612512711569,False,47,,kmeans_no_snap
48,-3.311919033827403,55.96343055509882,False,48,,kmeans_no_snap
49,-3.269683107973704,55.90885323484537,False,49,,kmeans_no_snap
50,-3.105061786616435,55.91426210915307,False,50,,kmeans_no_snap
51,-3.321974208776833,55.91012946186753,False,51,,kmeans_no_snap
52,-3.209254157084748,55.94612433042899,False,52,,kmeans_no_snap
53,-3.177151501330143,55.965153415490626,False,53,,kmeans_no_snap
54,-3.193774755594349,55.93969747304489,False,54,,kmeans_no_snap
55,-3.1748835437906506,55.95802486580689,False,55,,kmeans_no_snap
56,-3.327494703874206,55.893684616868605,False,56,,kmeans_no_snap
57,-3.162148307081144,55.93376857966739,False,57,,kmeans_no_snap
58,-3.2175541331413595,55.94574788519106,False,58,,kmeans_no_snap
59,-3.076043296179482,55.878664326979255,False,59,,kmeans_no_snap
60,-3.328470109,55.98061637,False,60,,kmeans_no_snap
61,-3.2075642739213572,55.905879459057374,False,61,,kmeans_no_snap
62,-3.118311513000342,55.943490569968304,False,62,,kmeans_no_snap
63,-3.2971976577550235,55.929437105810884,False,63,,kmeans_no_snap
64,-3.0567144576205028,55.943459797069146,False,64,,kmeans_no_snap
65,-3.235126548188216,55.96414375121568,False,65,,kmeans_no_snap
66,-3.186787700947437,55.946937525169766,False,66,,kmeans_no_snap
67,-3.251495541163214,55.93884816384305,False,67,,kmeans_no_snap
68,-3.1766884816356216,55.92546552504306,False,68,,kmeans_no_snap
69,-3.14936588381029,55.95533340534826,False,69,,kmeans_no_snap
70,-3.228622218128969,55.939118803008846,False,70,,kmeans_no_snap
71,-3.1264499464424045,55.946254324179954,False,71,,kmeans_no_snap
72,-3.219326553958674,55.9714739824643,False,72,,kmeans_no_snap
73,-3.0968434088190007,55.94883627154518,False,73,,kmeans_no_snap
74,-3.1817118747454725,55.87091936548239,False,74,,kmeans_no_snap
75,-3.187315837738674,55.95915401530942,False,75,,kmeans_no_snap
76,-3.290937635193825,55.95558590435089,False,76,,kmeans_no_snap
77,-3.21239711224257,55.93341635916104,True,77,1748.0,kmeans_no_snap
78,-3.2263881010926863,55.95594381174159,False,78,,kmeans_no_snap
79,-3.213858780983113,55.951109832871026,False,79,,kmeans_no_snap
80,-3.171899216910736,55.95449828072895,False,80,,kmeans_no_snap
81,-3.3064050528410838,55.9691671331791,False,81,,kmeans_no_snap
82,-3.246660831604413,55.91497663868212,False,82,,kmeans_no_snap
83,-3.193021730009584,55.95296781288383,False,83,,kmeans_no_snap
84,-3.1802488167625347,55.97959214357128,False,84,,kmeans_no_snap
85,-3.1687414298043213,55.970505467596645,False,85,,kmeans_no_snap
86,-3.1872451981231245,55.96367403815065,False,86,,kmeans_no_snap
87,-3.203609353034951,55.960663173184074,False,87,,kmeans_no_snap
88,-3.1575568977976443,55.908939637331194,False,88,,kmeans_no_snap
89,-3.1812435476708742,55.939211468199986,False,89,,kmeans_no_snap
90,-3.218954639439961,55.92178268732644,False,90,,kmeans_no_snap
91,-3.184076654064866,55.95085773469003,False,91,,kmeans_no_snap
92,-3.2486595411422527,55.97264697423782,False,92,,kmeans_no_snap
93,-3.202094747416368,55.96411787988959,True,93,1737.0,kmeans_no_snap
94,-3.236582694951845,55.943966929128216,False,94,,kmeans_no_snap
95,-3.316639687878159,55.92930518169547,False,95,,kmeans_no_snap
96,-3.2104182997194566,55.92146694826107,False,96,,kmeans_no_snap
97,-3.323041307235318,55.94397257011462,False,97,,kmeans_no_snap
98,-3.1790633076751025,55.936468150537564,False,98,,kmeans_no_snap
99,-3.19357378122504,55.93603858926866,False,99,,kmeans_no_snap
100,-3.1873469407705066,55.929150410771044,False,100,,kmeans_no_snap
101,-3.232858278671082,55.90899958192575,False,101,,kmeans_no_snap
102,-3.158030012735356,55.91983720527973,False,102,,kmeans_no_snap
103,-3.206790367065007,55.94419327658185,False,103,,kmeans_no_snap
104,-3.180413257527789,55.94955950619123,True,104,1091.0,kmeans_no_snap
105,-3.1324581542055365,55.952622519011484,False,105,,kmeans_no_snap
106,-3.2138560213712353,55.93942665677413,False,106,,kmeans_no_snap
107,-3.1228326848511734,55.878283899536726,False,107,,kmeans_no_snap
108,-3.1958966564639315,55.95944817158603,False,108,,kmeans_no_snap
109,-3.217975232471246,55.960463765355094,False,109,,kmeans_no_snap
110,-3.0821946341814472,55.885423891987514,False,110,,kmeans_no_snap
111,-3.200193165708769,55.946056729183304,False,111,,kmeans_no_snap
112,-3.2607037309855103,55.91757493415901,False,112,,kmeans_no_snap
113,-3.2786650217128197,55.94426591152561,False,113,,kmeans_no_snap
114,-3.1331098399473953,55.93121391713861,False,114,,kmeans_no_snap
115,-3.1660987532719997,55.97492946705716,False,115,,kmeans_no_snap
116,-3.0667539162178628,55.94388031687606,True,116,2263.0,kmeans_no_snap
117,-3.2509869080037035,55.95919638127162,False,117,,kmeans_no_snap
118,-3.2632322061472725,55.963957271856984,False,118,,kmeans_no_snap
119,-3.174808958631473,55.92282218624411,False,119,,kmeans_no_snap
120,-3.0955243518962954,55.9385891643094,False,120,,kmeans_no_snap
121,-3.2443190495352456,55.95259421943881,False,121,,kmeans_no_snap
122,-3.2018831898514795,55.95225707538373,False,122,,kmeans_no_snap
123,-3.1725090832580505,55.968770758118126,False,123,,kmeans_no_snap
124,-3.242421005432449,55.9226456782526,False,124,,kmeans_no_snap
125,-3.2874727909573886,55.92341401939428,False,125,,kmeans_no_snap
126,-3.185463118233183,55.944389865297225,False,126,,kmeans_no_snap
127,-3.2057654971365537,55.94740919920712,True,127,1039.0,kmeans_no_snap
128,-3.2260878319640645,55.95298445926744,False,128,,kmeans_no_snap
129,-3.1738189501868996,55.94120671366237,False,129,,kmeans_no_snap
130,-3.0588761104900763,55.871221084392864,False,130,,kmeans_no_snap
131,-3.0846657193253577,55.94692413226692,False,131,,kmeans_no_snap
132,-3.2001389316132975,55.97698316156784,False,132,,kmeans_no_snap
133,-3.152999053416915,55.96751847539108,False,133,,kmeans_no_snap
134,-3.209956865812129,55.91524861939402,False,134,,kmeans_no_snap
135,-3.214780662035291,55.95756877839867,False,135,,kmeans_no_snap
136,-3.175738177040138,55.93204202285719,False,136,,kmeans_no_snap
137,-3.2032443725544613,55.9246933458811,False,137,,kmeans_no_snap
138,-3.049441493809563,55.894371873780685,False,138,,kmeans_no_snap
139,-3.218391035251508,55.97657413143342,False,139,,kmeans_no_snap
140,-3.197624464972203,55.944362847566865,False,140,,kmeans_no_snap
141,-3.237154315465811,55.955968027321184,False,141,,kmeans_no_snap
142,-3.2700220895541627,55.93018069838752,False,142,,kmeans_no_snap
143,-3.252393358836522,55.944108327990826,False,143,,kmeans_no_snap
144,-3.087698496169242,55.91386429709988,False,144,,kmeans_no_snap
145,-3.214992145121406,55.90929542834947,False,145,,kmeans_no_snap
146,-3.1095740178190727,55.95177061364186,False,146,,kmeans_no_snap
147,-3.2326243614435675,55.97471608569451,False,147,,kmeans_no_snap
148,-3.196844864308297,55.94756894919263,False,148,,kmeans_no_snap
149,-3.2224162726678878,55.94677628675101,False,149,,kmeans_no_snap
150,-3.1862476120746805,55.95653524179326,True,-1,2268.0,kmeans_no_snap
151,-3.058306836702485,55.94396074176487,True,-1,2265.0,kmeans_no_snap
152,-3.1735862970647304,55.96791807044289,True,-1,2259.0,kmeans_no_snap
153,-3.16739470303429,55.96901164826488,True,-1,1824.0,kmeans_no_snap
154,-3.215335840688084,55.94007146917616,True,-1,1823.0,kmeans_no_snap
