candidate_id,centroid_lon,centroid_lat,is_existing_station,original_candidate_id,snapped_station_id,method
0,-3.2147768733280038,55.93942312043791,False,0,,kmeans_no_snap
1,-3.133303096154829,55.95948313751301,False,1,,kmeans_no_snap
2,-3.1921544006166482,55.95432305274754,False,2,,kmeans_no_snap
3,-3.2918747970785445,55.95519222105135,False,3,,kmeans_no_snap
4,-3.1228326848511734,55.878283899536726,False,4,,kmeans_no_snap
5,-3.1770148281929833,55.965337272084284,False,5,,kmeans_no_snap
6,-3.3110877644192223,55.898430223230235,False,6,,kmeans_no_snap
7,-3.173830830087809,55.92418540667696,True,7,252.0,kmeans_no_snap
8,-3.181266843287041,55.938290129722375,False,8,,kmeans_no_snap
9,-3.2353717069635763,55.96392565844886,False,9,,kmeans_no_snap
10,-3.096630751908029,55.94882772316254,False,10,,kmeans_no_snap
11,-3.328470109,55.98061637,False,11,,kmeans_no_snap
12,-3.2523057150480295,55.938291487797315,False,12,,kmeans_no_snap
13,-3.2061056360417437,55.959311393771905,False,13,,kmeans_no_snap
14,-3.2144040482357923,55.919916971906495,False,14,,kmeans_no_snap
15,-3.1802561236213,55.97956937765399,False,15,,kmeans_no_snap
16,-3.0705668259166528,55.93198027976906,False,16,,kmeans_no_snap
17,-3.186669251751326,55.946564170073806,False,17,,kmeans_no_snap
18,-3.059045960039552,55.87129572516575,False,18,,kmeans_no_snap
19,-3.301477375214767,55.978958803210524,False,19,,kmeans_no_snap
20,-3.2727918693937967,55.94105612688367,False,20,,kmeans_no_snap
21,-3.2069391256122586,55.94562622300277,False,21,,kmeans_no_snap
22,-3.1954703369027584,55.96037972054591,True,22,1745.0,kmeans_no_snap
23,-3.243961026819375,55.92289462563698,False,23,,kmeans_no_snap
24,-3.2094787850690496,55.97143127186205,False,24,,kmeans_no_snap
25,-3.1185693581302125,55.95668912508541,False,25,,kmeans_no_snap
26,-3.234471637207969,55.945217464056356,False,26,,kmeans_no_snap
27,-3.2698501280788363,55.90896523206581,False,27,,kmeans_no_snap
28,-3.1398277855014824,55.92198372861268,False,28,,kmeans_no_snap
29,-3.209389877011878,55.927594240105,False,29,,kmeans_no_snap
30,-3.171764395600983,55.95452949601876,False,30,,kmeans_no_snap
31,-3.2585389242346774,55.96017025436569,False,31,,kmeans_no_snap
32,-3.1801080326502085,55.95111381622757,False,32,,kmeans_no_snap
33,-3.291084933557141,55.92665720170796,False,33,,kmeans_no_snap
34,-3.199799691964787,55.94463011114237,False,34,,kmeans_no_snap
35,-3.1969715574945927,55.93694061349622,False,35,,kmeans_no_snap
36,-3.0538222240262227,55.89365507869277,False,36,,kmeans_no_snap
37,-3.187345318209063,55.95914201839503,False,37,,kmeans_no_snap
38,-3.333151920852169,55.97050950574629,False,38,,kmeans_no_snap
39,-3.2184784585454254,55.95943426998448,False,39,,kmeans_no_snap
40,-3.1435637251480344,55.95181101736961,False,40,,kmeans_no_snap
41,-3.1582238071863773,55.87666232223755,False,41,,kmeans_no_snap
42,-3.0990833474456756,55.914036133957616,False,42,,kmeans_no_snap
43,-3.174126319457628,55.97761715254634,True,43,250.0,kmeans_no_snap
44,-3.2037503409658936,55.95225223349741,False,44,,kmeans_no_snap
45,-3.2213775532734794,55.941782198322656,False,45,,kmeans_no_snap
46,-3.162327763974866,55.967904252874234,False,46,,kmeans_no_snap
47,-3.1627277197274286,55.91567743168544,False,47,,kmeans_no_snap
48,-3.2098451721229373,55.90754227638362,False,48,,kmeans_no_snap
49,-3.078931093715986,55.881829497437494,False,49,,kmeans_no_snap
50,-3.123554703317052,55.94521676222812,False,50,,kmeans_no_snap
51,-3.2394083659169635,55.956170597643975,False,51,,kmeans_no_snap
52,-3.3075362670213355,55.96798484652775,False,52,,kmeans_no_snap
